Dataset,Tool,value,type
sed_plastic_rosato,MaAsLin2,0.90605428,F1 Score
seston_plastic_mccormick,MaAsLin2,0.554899646,F1 Score
sw_plastic_frere,MaAsLin2,0.653164557,F1 Score
sw_sed_detender,MaAsLin2,0.798606272,F1 Score
t1d_mejialeon,MaAsLin2,0.431654676,F1 Score
wood_plastic_kesy,MaAsLin2,0.726256983,F1 Score
ArcticFireSoils,MaAsLin2 (rare),0.267568974,F1 Score
ArcticFreshwaters,MaAsLin2 (rare),0.121212121,F1 Score
ArcticTransects,MaAsLin2 (rare),0.410978693,F1 Score
art_scher,MaAsLin2 (rare),0.105263158,F1 Score
Blueberry,MaAsLin2 (rare),0.4375,F1 Score
cdi_schubert,MaAsLin2 (rare),0.295739348,F1 Score
Chemerin,MaAsLin2 (rare),0.740601504,F1 Score
edd_singh,MaAsLin2 (rare),0.467153285,F1 Score
Exercise,MaAsLin2 (rare),1,F1 Score
glass_plastic_oberbeckmann,MaAsLin2 (rare),0.404040404,F1 Score
GWMC_ASIA_NA,MaAsLin2 (rare),0.217513657,F1 Score
GWMC_HOT_COLD,MaAsLin2 (rare),0.051562856,F1 Score
hiv_lozupone,MaAsLin2 (rare),0.014492754,F1 Score
hiv_noguerajulian,MaAsLin2 (rare),0.333333333,F1 Score
ibd_gevers,MaAsLin2 (rare),0.404371585,F1 Score
ibd_papa,MaAsLin2 (rare),0.02919708,F1 Score
Ji_WTP_DS,MaAsLin2 (rare),0.762237762,F1 Score
ob_zhu,MaAsLin2 (rare),0.262910798,F1 Score
sed_plastic_hoellein,MaAsLin2 (rare),0.04368932,F1 Score
sed_plastic_rosato,MaAsLin2 (rare),0.774032459,F1 Score
seston_plastic_mccormick,MaAsLin2 (rare),0.696517413,F1 Score
sw_plastic_frere,MaAsLin2 (rare),0.371626831,F1 Score
sw_sed_detender,MaAsLin2 (rare),0.836647173,F1 Score
t1d_mejialeon,MaAsLin2 (rare),0.267716535,F1 Score
wood_plastic_kesy,MaAsLin2 (rare),0.560747664,F1 Score
ArcticFireSoils,metagenomeSeq,0.302235929,F1 Score
ArcticFreshwaters,metagenomeSeq,0.153005464,F1 Score
ArcticTransects,metagenomeSeq,0.342152736,F1 Score
art_scher,metagenomeSeq,0.105263158,F1 Score
Blueberry,metagenomeSeq,0.218181818,F1 Score
cdi_schubert,metagenomeSeq,0.164502165,F1 Score
cdi_vincent,metagenomeSeq,0.095238095,F1 Score
Chemerin,metagenomeSeq,0.671480144,F1 Score
crc_zeller,metagenomeSeq,0.235294118,F1 Score
edd_singh,metagenomeSeq,0.5,F1 Score
glass_plastic_oberbeckmann,metagenomeSeq,0.404040404,F1 Score
GWMC_ASIA_NA,metagenomeSeq,0.216871471,F1 Score
GWMC_HOT_COLD,metagenomeSeq,0.052080911,F1 Score
ibd_gevers,metagenomeSeq,0.573333333,F1 Score
ibd_papa,metagenomeSeq,0.057553957,F1 Score
Ji_WTP_DS,metagenomeSeq,0.704980843,F1 Score
MALL,metagenomeSeq,0.484848485,F1 Score
sed_plastic_hoellein,metagenomeSeq,0.124721604,F1 Score
sed_plastic_rosato,metagenomeSeq,0.715630885,F1 Score
seston_plastic_mccormick,metagenomeSeq,0.182113821,F1 Score
sw_plastic_frere,metagenomeSeq,0.574836017,F1 Score
sw_sed_detender,metagenomeSeq,0.736476043,F1 Score
t1d_mejialeon,metagenomeSeq,0.227642276,F1 Score
wood_plastic_kesy,metagenomeSeq,0.688,F1 Score
ArcticFireSoils,t-test (rare),0.26507333,F1 Score
ArcticFreshwaters,t-test (rare),0.145251397,F1 Score
ArcticTransects,t-test (rare),0.426635695,F1 Score
cdi_schubert,t-test (rare),0.252010724,F1 Score
Chemerin,t-test (rare),0.69982238,F1 Score
edd_singh,t-test (rare),0.71875,F1 Score
GWMC_ASIA_NA,t-test (rare),0.226547431,F1 Score
GWMC_HOT_COLD,t-test (rare),0.054415038,F1 Score
hiv_lozupone,t-test (rare),0.070422535,F1 Score
ibd_gevers,t-test (rare),0.003710575,F1 Score
Ji_WTP_DS,t-test (rare),0.825531915,F1 Score
sed_plastic_rosato,t-test (rare),0.543543544,F1 Score
seston_plastic_mccormick,t-test (rare),0.612137203,F1 Score
sw_plastic_frere,t-test (rare),0.383561644,F1 Score
sw_sed_detender,t-test (rare),0.703239289,F1 Score
t1d_mejialeon,t-test (rare),0.018181818,F1 Score
wood_plastic_kesy,t-test (rare),0.337078652,F1 Score
ArcticFireSoils,Wilcoxon (CLR),0.200932599,F1 Score
ArcticFreshwaters,Wilcoxon (CLR),0.104089219,F1 Score
ArcticTransects,Wilcoxon (CLR),0.343078759,F1 Score
cdi_schubert,Wilcoxon (CLR),0.140522876,F1 Score
Chemerin,Wilcoxon (CLR),0.729281768,F1 Score
crc_zeller,Wilcoxon (CLR),0.444444444,F1 Score
edd_singh,Wilcoxon (CLR),0.307692308,F1 Score
glass_plastic_oberbeckmann,Wilcoxon (CLR),0.05,F1 Score
GWMC_ASIA_NA,Wilcoxon (CLR),0.195856312,F1 Score
GWMC_HOT_COLD,Wilcoxon (CLR),0.053377421,F1 Score
Ji_WTP_DS,Wilcoxon (CLR),0.565217391,F1 Score
MALL,Wilcoxon (CLR),0.086956522,F1 Score
ob_turnbaugh,Wilcoxon (CLR),0.068965517,F1 Score
ob_zhu,Wilcoxon (CLR),0.261261261,F1 Score
sed_plastic_hoellein,Wilcoxon (CLR),0.24303233,F1 Score
sed_plastic_rosato,Wilcoxon (CLR),0.689717925,F1 Score
seston_plastic_mccormick,Wilcoxon (CLR),0.122972973,F1 Score
sw_plastic_frere,Wilcoxon (CLR),0.229963459,F1 Score
sw_sed_detender,Wilcoxon (CLR),0.692919349,F1 Score
wood_plastic_kesy,Wilcoxon (CLR),0.324022346,F1 Score
ArcticFireSoils,Wilcoxon (rare),0.255066733,F1 Score
ArcticFreshwaters,Wilcoxon (rare),0.116182573,F1 Score
ArcticTransects,Wilcoxon (rare),0.410017889,F1 Score
Blueberry,Wilcoxon (rare),0.194174757,F1 Score
cdi_schubert,Wilcoxon (rare),0.289719626,F1 Score
Chemerin,Wilcoxon (rare),0.718978102,F1 Score
crc_zeller,Wilcoxon (rare),0.2,F1 Score
edd_singh,Wilcoxon (rare),0.425806452,F1 Score
glass_plastic_oberbeckmann,Wilcoxon (rare),0.322580645,F1 Score
GWMC_ASIA_NA,Wilcoxon (rare),0.215162928,F1 Score
GWMC_HOT_COLD,Wilcoxon (rare),0.051598174,F1 Score
hiv_noguerajulian,Wilcoxon (rare),0.380952381,F1 Score
ibd_gevers,Wilcoxon (rare),0.458823529,F1 Score
Ji_WTP_DS,Wilcoxon (rare),0.756013746,F1 Score
ob_zhu,Wilcoxon (rare),0.229665072,F1 Score
sed_plastic_rosato,Wilcoxon (rare),0.792127921,F1 Score
seston_plastic_mccormick,Wilcoxon (rare),0.724373576,F1 Score
sw_plastic_frere,Wilcoxon (rare),0.40030326,F1 Score
sw_sed_detender,Wilcoxon (rare),0.844130349,F1 Score
t1d_mejialeon,Wilcoxon (rare),0.256,F1 Score
wood_plastic_kesy,Wilcoxon (rare),0.504854369,F1 Score
ArcticFireSoils,limma voom (TMM),0.230357143,F1 Score
ArcticFreshwaters,limma voom (TMM),0.107692308,F1 Score
ArcticTransects,limma voom (TMM),0.305526036,F1 Score
BISCUIT,limma voom (TMM),0.4,F1 Score
Blueberry,limma voom (TMM),0.152380952,F1 Score
cdi_schubert,limma voom (TMM),0.478764479,F1 Score
Chemerin,limma voom (TMM),0.779116466,F1 Score
crc_zeller,limma voom (TMM),0.009364548,F1 Score
edd_singh,limma voom (TMM),0.516666667,F1 Score
glass_plastic_oberbeckmann,limma voom (TMM),0.304347826,F1 Score
GWMC_ASIA_NA,limma voom (TMM),0.204259288,F1 Score
GWMC_HOT_COLD,limma voom (TMM),0.046732837,F1 Score
hiv_lozupone,limma voom (TMM),0.243589744,F1 Score
ibd_gevers,limma voom (TMM),0.180327869,F1 Score
Ji_WTP_DS,limma voom (TMM),0.735785953,F1 Score
MALL,limma voom (TMM),0.170542636,F1 Score
ob_turnbaugh,limma voom (TMM),0.042553191,F1 Score
ob_zhu,limma voom (TMM),0.031914894,F1 Score
sed_plastic_hoellein,limma voom (TMM),0.04368932,F1 Score
sed_plastic_rosato,limma voom (TMM),0.505130229,F1 Score
seston_plastic_mccormick,limma voom (TMM),0.538461538,F1 Score
sw_plastic_frere,limma voom (TMM),0.856425703,F1 Score
sw_sed_detender,limma voom (TMM),0.62283737,F1 Score
t1d_mejialeon,limma voom (TMM),0.618556701,F1 Score
wood_plastic_kesy,limma voom (TMM),0.651851852,F1 Score
ArcticFireSoils,limma voom (TMMwsp),0.297345133,F1 Score
ArcticFreshwaters,limma voom (TMMwsp),0.106463878,F1 Score
ArcticTransects,limma voom (TMMwsp),0.305851064,F1 Score
Blueberry,limma voom (TMMwsp),0.429906542,F1 Score
cdi_schubert,limma voom (TMMwsp),0.139240506,F1 Score
cdi_vincent,limma voom (TMMwsp),0.129032258,F1 Score
Chemerin,limma voom (TMMwsp),0.627575277,F1 Score
crc_zeller,limma voom (TMMwsp),0.052631579,F1 Score
edd_singh,limma voom (TMMwsp),0.480769231,F1 Score
glass_plastic_oberbeckmann,limma voom (TMMwsp),0.22745098,F1 Score
GWMC_ASIA_NA,limma voom (TMMwsp),0.213207853,F1 Score
GWMC_HOT_COLD,limma voom (TMMwsp),0.042851725,F1 Score
hiv_lozupone,limma voom (TMMwsp),0.028776978,F1 Score
hiv_noguerajulian,limma voom (TMMwsp),0.009518773,F1 Score
ibd_gevers,limma voom (TMMwsp),0.035087719,F1 Score
ibd_papa,limma voom (TMMwsp),0.279329609,F1 Score
Ji_WTP_DS,limma voom (TMMwsp),0.744027304,F1 Score
MALL,limma voom (TMMwsp),0.391304348,F1 Score
ob_turnbaugh,limma voom (TMMwsp),0.04964539,F1 Score
ob_zhu,limma voom (TMMwsp),0.136645963,F1 Score
sed_plastic_hoellein,limma voom (TMMwsp),0.303398058,F1 Score
sed_plastic_rosato,limma voom (TMMwsp),0.737827715,F1 Score
seston_plastic_mccormick,limma voom (TMMwsp),0.239902081,F1 Score
sw_plastic_frere,limma voom (TMMwsp),0.76318743,F1 Score
sw_sed_detender,limma voom (TMMwsp),0.73938085,F1 Score
t1d_mejialeon,limma voom (TMMwsp),0.183333333,F1 Score
wood_plastic_kesy,limma voom (TMMwsp),0.597222222,F1 Score
