Tool and replicate,FP_class (called more than 30% of features significant),% of significant features,Tool,normalized depth difference,geometric mean difference,mean depth across dataset,dataset
limma voom (TMM).142,TRUE,43.12610631,limma voom (TMM),0.037320992,0.000384826,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).152,FALSE,0.008939906,limma voom (TMM),0.042758779,0.001047896,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).162,TRUE,61.69965492,limma voom (TMM),0.021691831,0.001353726,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).172,TRUE,26.07055374,limma voom (TMM),0.068347302,0.002268417,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).182,FALSE,0.250317367,limma voom (TMM),0.00113787,0.0020199,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).192,FALSE,0.019667793,limma voom (TMM),0.019542284,0.000332559,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).202,TRUE,80.1802285,limma voom (TMM),0.122153363,0.003746001,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).213,TRUE,23.50658871,limma voom (TMM),0.070072593,0.003480682,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).222,FALSE,0.003575962,limma voom (TMM),0.015255348,0.000699427,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).232,FALSE,0.003575962,limma voom (TMM),0.048668803,0.000477651,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).242,FALSE,0.214557743,limma voom (TMM),0.02383645,0.001857961,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).252,FALSE,0.053639436,limma voom (TMM),0.015093335,0.000157689,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).262,FALSE,0.219921686,limma voom (TMM),0.019049672,0.001015558,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).272,FALSE,0.003575962,limma voom (TMM),0.053430605,0.001980134,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).282,FALSE,0.017879812,limma voom (TMM),0.010391671,0.000662852,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).292,FALSE,0.001787981,limma voom (TMM),0.036862558,0.001873002,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).302,FALSE,0.01430385,limma voom (TMM),0.001089233,0.000137453,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).313,FALSE,0,limma voom (TMM),0.074611586,0.001117575,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).322,TRUE,0.37547605,limma voom (TMM),0.050965904,0.001411443,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).332,FALSE,0.033971643,limma voom (TMM),0.011514918,0.000608923,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).342,FALSE,0.017879812,limma voom (TMM),0.077923158,0.002491085,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).352,FALSE,0.021455774,limma voom (TMM),0.026535461,0.000348253,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).362,FALSE,0,limma voom (TMM),0.02989337,0.000535478,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).372,FALSE,0,limma voom (TMM),0.025277807,0.000898764,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).382,TRUE,16.69080441,limma voom (TMM),0.036116575,0.000832934,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).392,FALSE,0.003575962,limma voom (TMM),0.020630367,0.000410984,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).402,FALSE,0.010727887,limma voom (TMM),0.037063348,0.001244257,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).413,FALSE,0.008939906,limma voom (TMM),0.056369514,0.002843715,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).422,FALSE,0.007151925,limma voom (TMM),0.055581138,0.001364294,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).432,FALSE,0,limma voom (TMM),0.06751752,0.000567436,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).442,FALSE,0.003575962,limma voom (TMM),0.059099416,0.000606728,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).452,TRUE,23.59956373,limma voom (TMM),0.071095937,0.003540934,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).462,FALSE,0,limma voom (TMM),0.051128246,0.000969995,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).472,FALSE,0.126946665,limma voom (TMM),0.007437645,0.000258669,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).482,FALSE,0.007151925,limma voom (TMM),0.02315915,0.000450332,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).492,FALSE,0.016091831,limma voom (TMM),0.053050712,0.002513384,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).502,FALSE,0.266409197,limma voom (TMM),0.019839362,0.000220307,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).513,FALSE,0.010727887,limma voom (TMM),0.022504854,0.002473919,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).522,FALSE,0.228861592,limma voom (TMM),0.099569803,0.00451589,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).532,FALSE,0.046487511,limma voom (TMM),0.035178345,0.00060081,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).542,FALSE,0,limma voom (TMM),0.014104497,0.000185174,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).552,FALSE,0,limma voom (TMM),0.028655761,0.000959872,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).562,TRUE,1.299862325,limma voom (TMM),0.045427557,8.69E-05,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).572,TRUE,83.83128609,limma voom (TMM),0.070541215,0.002424254,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).582,FALSE,0,limma voom (TMM),0.061178967,0.00311949,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).592,TRUE,1.056696884,limma voom (TMM),0.056505565,0.002693607,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).602,FALSE,0.005363944,limma voom (TMM),0.001520063,0.001687314,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).613,TRUE,1.083516601,limma voom (TMM),0.042346681,0.000997316,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).622,TRUE,57.77146024,limma voom (TMM),0.02907246,0.00078318,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).632,FALSE,0.001787981,limma voom (TMM),0.032613085,0.00063409,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).642,FALSE,0.010727887,limma voom (TMM),0.014061118,0.00135671,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).652,FALSE,0.171646194,limma voom (TMM),0.028018225,0.002163675,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).662,FALSE,0.001787981,limma voom (TMM),0.038480387,0.000484015,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).672,FALSE,0.035759624,limma voom (TMM),0.045772944,0.000470354,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).682,FALSE,0.139462533,limma voom (TMM),0.002831284,0.000109049,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).692,TRUE,7.84029752,limma voom (TMM),0.032441213,2.81E-05,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).702,TRUE,66.57726761,limma voom (TMM),0.092094858,0.002569508,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).713,FALSE,0.017879812,limma voom (TMM),0.014260923,0.000291107,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).722,TRUE,90.86699208,limma voom (TMM),0.139786161,0.004345338,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).732,FALSE,0.007151925,limma voom (TMM),0.049621163,0.001534455,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).742,FALSE,0.001787981,limma voom (TMM),0.006708094,0.000857359,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).752,FALSE,0.019667793,limma voom (TMM),0.021881449,0.000564011,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).762,FALSE,0.035759624,limma voom (TMM),0.021323769,0.00079831,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).772,FALSE,0.042911549,limma voom (TMM),0.060267356,0.003030271,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).782,TRUE,1.766525416,limma voom (TMM),0.012262544,0.001340737,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).792,FALSE,0.005363944,limma voom (TMM),0.001443164,0.000989058,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).802,FALSE,0.06079136,limma voom (TMM),0.034309128,0.000291956,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).813,FALSE,0.051851455,limma voom (TMM),0.0017386,0.000664454,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).822,FALSE,0.025031737,limma voom (TMM),0.071781452,0.002287923,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).832,FALSE,0,limma voom (TMM),0.018494622,0.002197817,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).842,FALSE,0.132310608,limma voom (TMM),0.00454573,0.000740612,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).852,FALSE,0,limma voom (TMM),0.020273807,0.001081816,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).862,FALSE,0.007151925,limma voom (TMM),0.008990735,0.00085788,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).872,FALSE,0.008939906,limma voom (TMM),0.020862049,0.000644791,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).882,FALSE,0.016091831,limma voom (TMM),0.07053037,0.002968718,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).892,FALSE,0.010727887,limma voom (TMM),0.027236094,0.00161029,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).902,FALSE,0.001787981,limma voom (TMM),0.046002654,0.001269986,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).913,FALSE,0.001787981,limma voom (TMM),0.008037061,0.001134151,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).922,TRUE,1.076364677,limma voom (TMM),0.017227108,0.001144406,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).932,TRUE,19.2494055,limma voom (TMM),0.004482305,0.002049015,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).942,FALSE,0.003575962,limma voom (TMM),0.014835363,0.000260325,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).952,FALSE,0.012515868,limma voom (TMM),0.005361381,0.001824619,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).962,FALSE,0.023243755,limma voom (TMM),0.004853982,0.000263523,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).972,FALSE,0.076883191,limma voom (TMM),0.055570951,0.001305218,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).982,TRUE,0.602549661,limma voom (TMM),0.029901585,0.002163052,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).992,FALSE,0.01430385,limma voom (TMM),0.016912941,0.000634942,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMM).1002,TRUE,5.026015126,limma voom (TMM),0.029864122,0.001610374,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).112,FALSE,0,limma voom (TMMWSP),0.012128792,0.000480894,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).212,FALSE,0.066155304,limma voom (TMMWSP),0.113136502,0.003402052,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).312,FALSE,0.012515868,limma voom (TMMWSP),0.040888893,0.001586112,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).412,FALSE,0,limma voom (TMMWSP),0.021596201,0.000481657,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).512,FALSE,0,limma voom (TMMWSP),0.027150322,0.002020983,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).612,FALSE,0.025031737,limma voom (TMMWSP),0.024370797,0.001346388,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).712,FALSE,0,limma voom (TMMWSP),0.017900793,0.001470913,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).812,TRUE,50.48364891,limma voom (TMMWSP),0.050601128,0.002316276,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).912,FALSE,0.001787981,limma voom (TMMWSP),0.000685351,0.001046257,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).102,FALSE,0.001787981,limma voom (TMMWSP),0.083771071,0.001763234,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).113,FALSE,0,limma voom (TMMWSP),0.01049486,0.001121392,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).122,FALSE,0.017879812,limma voom (TMMWSP),0.042347667,0.001319226,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).132,FALSE,0,limma voom (TMMWSP),0.037841208,0.001336629,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).142,TRUE,0.30038084,limma voom (TMMWSP),0.037320992,0.000384826,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).152,FALSE,0,limma voom (TMMWSP),0.042758779,0.001047896,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).162,TRUE,52.48439986,limma voom (TMMWSP),0.021691831,0.001353726,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).172,FALSE,0,limma voom (TMMWSP),0.068347302,0.002268417,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).182,TRUE,36.53918361,limma voom (TMMWSP),0.00113787,0.0020199,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).192,FALSE,0,limma voom (TMMWSP),0.019542284,0.000332559,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).202,TRUE,95.9502226,limma voom (TMMWSP),0.122153363,0.003746001,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).213,TRUE,88.63737953,limma voom (TMMWSP),0.070072593,0.003480682,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).222,FALSE,0,limma voom (TMMWSP),0.015255348,0.000699427,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).232,FALSE,0,limma voom (TMMWSP),0.048668803,0.000477651,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).242,FALSE,0.017879812,limma voom (TMMWSP),0.02383645,0.001857961,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).252,FALSE,0,limma voom (TMMWSP),0.015093335,0.000157689,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).262,FALSE,0,limma voom (TMMWSP),0.019049672,0.001015558,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).272,FALSE,0.019667793,limma voom (TMMWSP),0.053430605,0.001980134,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).282,FALSE,0.001787981,limma voom (TMMWSP),0.010391671,0.000662852,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).292,TRUE,58.28103488,limma voom (TMMWSP),0.036862558,0.001873002,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).302,FALSE,0.001787981,limma voom (TMMWSP),0.001089233,0.000137453,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).313,FALSE,0,limma voom (TMMWSP),0.074611586,0.001117575,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).322,FALSE,0.003575962,limma voom (TMMWSP),0.050965904,0.001411443,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).332,FALSE,0,limma voom (TMMWSP),0.011514918,0.000608923,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).342,FALSE,0.021455774,limma voom (TMMWSP),0.077923158,0.002491085,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).352,FALSE,0,limma voom (TMMWSP),0.026535461,0.000348253,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).362,FALSE,0,limma voom (TMMWSP),0.02989337,0.000535478,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).372,FALSE,0,limma voom (TMMWSP),0.025277807,0.000898764,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).382,FALSE,0.010727887,limma voom (TMMWSP),0.036116575,0.000832934,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).392,FALSE,0,limma voom (TMMWSP),0.020630367,0.000410984,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).402,FALSE,0,limma voom (TMMWSP),0.037063348,0.001244257,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).413,TRUE,58.1558762,limma voom (TMMWSP),0.056369514,0.002843715,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).422,FALSE,0,limma voom (TMMWSP),0.055581138,0.001364294,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).432,FALSE,0,limma voom (TMMWSP),0.06751752,0.000567436,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).442,FALSE,0,limma voom (TMMWSP),0.059099416,0.000606728,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).452,FALSE,0,limma voom (TMMWSP),0.071095937,0.003540934,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).462,FALSE,0,limma voom (TMMWSP),0.051128246,0.000969995,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).472,FALSE,0,limma voom (TMMWSP),0.007437645,0.000258669,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).482,FALSE,0.001787981,limma voom (TMMWSP),0.02315915,0.000450332,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).492,FALSE,0.003575962,limma voom (TMMWSP),0.053050712,0.002513384,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).502,FALSE,0.001787981,limma voom (TMMWSP),0.019839362,0.000220307,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).513,FALSE,0,limma voom (TMMWSP),0.022504854,0.002473919,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).522,FALSE,0,limma voom (TMMWSP),0.099569803,0.00451589,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).532,FALSE,0,limma voom (TMMWSP),0.035178345,0.00060081,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).542,FALSE,0,limma voom (TMMWSP),0.014104497,0.000185174,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).552,FALSE,0,limma voom (TMMWSP),0.028655761,0.000959872,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).562,FALSE,0.001787981,limma voom (TMMWSP),0.045427557,8.69E-05,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).572,TRUE,74.02957321,limma voom (TMMWSP),0.070541215,0.002424254,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).582,FALSE,0.01430385,limma voom (TMMWSP),0.061178967,0.00311949,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).592,FALSE,0.005363944,limma voom (TMMWSP),0.056505565,0.002693607,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).602,FALSE,0,limma voom (TMMWSP),0.001520063,0.001687314,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).613,FALSE,0.017879812,limma voom (TMMWSP),0.042346681,0.000997316,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).622,FALSE,0,limma voom (TMMWSP),0.02907246,0.00078318,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).632,FALSE,0,limma voom (TMMWSP),0.032613085,0.00063409,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).642,FALSE,0.01430385,limma voom (TMMWSP),0.014061118,0.00135671,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).652,FALSE,0.06079136,limma voom (TMMWSP),0.028018225,0.002163675,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).662,FALSE,0.001787981,limma voom (TMMWSP),0.038480387,0.000484015,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).672,FALSE,0,limma voom (TMMWSP),0.045772944,0.000470354,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).682,FALSE,0.010727887,limma voom (TMMWSP),0.002831284,0.000109049,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).692,FALSE,0.041123567,limma voom (TMMWSP),0.032441213,2.81E-05,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).702,TRUE,51.20599331,limma voom (TMMWSP),0.092094858,0.002569508,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).713,FALSE,0,limma voom (TMMWSP),0.014260923,0.000291107,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).722,TRUE,91.19419264,limma voom (TMMWSP),0.139786161,0.004345338,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).732,FALSE,0.003575962,limma voom (TMMWSP),0.049621163,0.001534455,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).742,FALSE,0,limma voom (TMMWSP),0.006708094,0.000857359,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).752,FALSE,0,limma voom (TMMWSP),0.021881449,0.000564011,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).762,FALSE,0,limma voom (TMMWSP),0.021323769,0.00079831,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).772,TRUE,64.17422089,limma voom (TMMWSP),0.060267356,0.003030271,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).782,FALSE,0.010727887,limma voom (TMMWSP),0.012262544,0.001340737,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).792,FALSE,0.001787981,limma voom (TMMWSP),0.001443164,0.000989058,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).802,FALSE,0.001787981,limma voom (TMMWSP),0.034309128,0.000291956,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).813,FALSE,0,limma voom (TMMWSP),0.0017386,0.000664454,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).822,FALSE,0,limma voom (TMMWSP),0.071781452,0.002287923,28438.93224,Human - OB (1)
 Mean Depth: 28439,,,,,,,
limma voom (TMMWSP).832,TRUE,26.90375297,limma voom (TMMWSP),0.018494622,0.002197817,28438.93224,Human - OB (1)
