Dataset,Tool,value,type
ArcticFireSoils,ALDEx2,0.355748373,Recall
ArcticFreshwaters,ALDEx2,1,Recall
ArcticTransects,ALDEx2,0.98030303,Recall
art_scher,ALDEx2,0,Recall
asd_son,ALDEx2,0,Recall
BISCUIT,ALDEx2,0,Recall
Blueberry,ALDEx2,0,Recall
cdi_schubert,ALDEx2,0.157647059,Recall
cdi_vincent,ALDEx2,0,Recall
Chemerin,ALDEx2,0.953917051,Recall
crc_zeller,ALDEx2,0,Recall
edd_singh,ALDEx2,0.369047619,Recall
Exercise,ALDEx2,0,Recall
glass_plastic_oberbeckmann,ALDEx2,0.020746888,Recall
GWMC_ASIA_NA,ALDEx2,0.931155193,Recall
GWMC_HOT_COLD,ALDEx2,1,Recall
hiv_dinh,ALDEx2,0,Recall
hiv_lozupone,ALDEx2,0,Recall
hiv_noguerajulian,ALDEx2,0,Recall
ibd_gevers,ALDEx2,0,Recall
ibd_papa,ALDEx2,0,Recall
Ji_WTP_DS,ALDEx2,0.601351351,Recall
MALL,ALDEx2,0.016666667,Recall
ob_ross,ALDEx2,0,Recall
ob_turnbaugh,ALDEx2,0,Recall
ob_zhu,ALDEx2,0.012224939,Recall
par_scheperjans,ALDEx2,0,Recall
sed_plastic_hoellein,ALDEx2,0.004119464,Recall
sed_plastic_rosato,ALDEx2,0.37534626,Recall
seston_plastic_mccormick,ALDEx2,0.072033898,Recall
sw_plastic_frere,ALDEx2,0.142764439,Recall
sw_sed_detender,ALDEx2,0.582326284,Recall
t1d_alkanani,ALDEx2,0,Recall
t1d_mejialeon,ALDEx2,0.008474576,Recall
wood_plastic_kesy,ALDEx2,0.165048544,Recall
ArcticFireSoils,ANCOM-II,0.1670282,Recall
ArcticFreshwaters,ANCOM-II,0.318181818,Recall
ArcticTransects,ANCOM-II,0.504545455,Recall
art_scher,ANCOM-II,0,Recall
asd_son,ANCOM-II,0,Recall
BISCUIT,ANCOM-II,0.071428571,Recall
Blueberry,ANCOM-II,0.137614679,Recall
cdi_schubert,ANCOM-II,0.157647059,Recall
cdi_vincent,ANCOM-II,0.03125,Recall
Chemerin,ANCOM-II,0.640552995,Recall
crc_zeller,ANCOM-II,0.583333333,Recall
edd_singh,ANCOM-II,0.178571429,Recall
Exercise,ANCOM-II,1,Recall
glass_plastic_oberbeckmann,ANCOM-II,0.01659751,Recall
GWMC_ASIA_NA,ANCOM-II,0.405484247,Recall
GWMC_HOT_COLD,ANCOM-II,0.984771574,Recall
hiv_dinh,ANCOM-II,0,Recall
hiv_lozupone,ANCOM-II,0.003802281,Recall
hiv_noguerajulian,ANCOM-II,0.166666667,Recall
ibd_gevers,ANCOM-II,0.058309038,Recall
ibd_papa,ANCOM-II,0,Recall
Ji_WTP_DS,ANCOM-II,0.182432432,Recall
MALL,ANCOM-II,0.016666667,Recall
ob_ross,ANCOM-II,0,Recall
ob_turnbaugh,ANCOM-II,0.023904382,Recall
ob_zhu,ANCOM-II,0.04400978,Recall
par_scheperjans,ANCOM-II,0,Recall
sed_plastic_hoellein,ANCOM-II,0.01338826,Recall
sed_plastic_rosato,ANCOM-II,0.077562327,Recall
seston_plastic_mccormick,ANCOM-II,0.052966102,Recall
sw_plastic_frere,ANCOM-II,0.140168722,Recall
sw_sed_detender,ANCOM-II,0.179758308,Recall
t1d_alkanani,ANCOM-II,0,Recall
t1d_mejialeon,ANCOM-II,0.008474576,Recall
wood_plastic_kesy,ANCOM-II,0.038834951,Recall
ArcticFireSoils,corncob,0.323210412,Recall
ArcticFreshwaters,corncob,0.977272727,Recall
ArcticTransects,corncob,0.842424242,Recall
art_scher,corncob,0.15,Recall
asd_son,corncob,0,Recall
BISCUIT,corncob,0,Recall
Blueberry,corncob,0.055045872,Recall
cdi_schubert,corncob,0.36,Recall
cdi_vincent,corncob,0.0625,Recall
Chemerin,corncob,0.262672811,Recall
crc_zeller,corncob,0.666666667,Recall
edd_singh,corncob,0.404761905,Recall
Exercise,corncob,0,Recall
glass_plastic_oberbeckmann,corncob,0.033195021,Recall
GWMC_ASIA_NA,corncob,0.936989498,Recall
GWMC_HOT_COLD,corncob,0.984771574,Recall
hiv_dinh,corncob,0.03030303,Recall
hiv_lozupone,corncob,0.068441065,Recall
hiv_noguerajulian,corncob,0.133333333,Recall
ibd_gevers,corncob,0.099125364,Recall
ibd_papa,corncob,0.016611296,Recall
Ji_WTP_DS,corncob,0.195945946,Recall
MALL,corncob,0.35,Recall
ob_ross,corncob,0,Recall
ob_turnbaugh,corncob,0.019920319,Recall
ob_zhu,corncob,0.134474328,Recall
par_scheperjans,corncob,0,Recall
sed_plastic_hoellein,corncob,0.081359423,Recall
sed_plastic_rosato,corncob,0.443213296,Recall
seston_plastic_mccormick,corncob,0.141949153,Recall
sw_plastic_frere,corncob,0.105126541,Recall
sw_sed_detender,corncob,0.333836858,Recall
t1d_alkanani,corncob,0.207843137,Recall
t1d_mejialeon,corncob,0.338983051,Recall
wood_plastic_kesy,corncob,0.184466019,Recall
ArcticFireSoils,DESeq2,0.369848156,Recall
ArcticFreshwaters,DESeq2,1,Recall
ArcticTransects,DESeq2,0.942424242,Recall
art_scher,DESeq2,0.05,Recall
asd_son,DESeq2,0,Recall
BISCUIT,DESeq2,0.142857143,Recall
Blueberry,DESeq2,0.064220183,Recall
cdi_schubert,DESeq2,0.237647059,Recall
cdi_vincent,DESeq2,0.15625,Recall
Chemerin,DESeq2,0.963133641,Recall
crc_zeller,DESeq2,0.875,Recall
edd_singh,DESeq2,0.333333333,Recall
Exercise,DESeq2,0,Recall
glass_plastic_oberbeckmann,DESeq2,0.033195021,Recall
GWMC_ASIA_NA,DESeq2,0.920070012,Recall
GWMC_HOT_COLD,DESeq2,0.989847716,Recall
hiv_dinh,DESeq2,0,Recall
hiv_lozupone,DESeq2,0.057034221,Recall
hiv_noguerajulian,DESeq2,0.033333333,Recall
ibd_gevers,DESeq2,0.008746356,Recall
ibd_papa,DESeq2,0,Recall
Ji_WTP_DS,DESeq2,0.581081081,Recall
MALL,DESeq2,0.25,Recall
ob_ross,DESeq2,0,Recall
ob_turnbaugh,DESeq2,0.023904382,Recall
ob_zhu,DESeq2,0.127139364,Recall
par_scheperjans,DESeq2,0,Recall
sed_plastic_hoellein,DESeq2,0.057672503,Recall
sed_plastic_rosato,DESeq2,0.495844875,Recall
seston_plastic_mccormick,DESeq2,0.128177966,Recall
sw_plastic_frere,DESeq2,0.1596366,Recall
sw_sed_detender,DESeq2,0.67673716,Recall
t1d_alkanani,DESeq2,0,Recall
t1d_mejialeon,DESeq2,0.13559322,Recall
wood_plastic_kesy,DESeq2,0.194174757,Recall
ArcticFireSoils,edgeR,0.620390456,Recall
ArcticFreshwaters,edgeR,0.977272727,Recall
ArcticTransects,edgeR,0.986363636,Recall
art_scher,edgeR,0.2,Recall
asd_son,edgeR,0,Recall
BISCUIT,edgeR,0.714285714,Recall
Blueberry,edgeR,0.724770642,Recall
cdi_schubert,edgeR,0.343529412,Recall
cdi_vincent,edgeR,0.28125,Recall
Chemerin,edgeR,1,Recall
crc_zeller,edgeR,0.958333333,Recall
edd_singh,edgeR,0.678571429,Recall
Exercise,edgeR,0,Recall
glass_plastic_oberbeckmann,edgeR,0.182572614,Recall
GWMC_ASIA_NA,edgeR,0.960326721,Recall
GWMC_HOT_COLD,edgeR,0.989847716,Recall
hiv_dinh,edgeR,0.234848485,Recall
hiv_lozupone,edgeR,0.072243346,Recall
hiv_noguerajulian,edgeR,0.166666667,Recall
ibd_gevers,edgeR,0.096209913,Recall
ibd_papa,edgeR,0.106312292,Recall
Ji_WTP_DS,edgeR,0.797297297,Recall
MALL,edgeR,0.833333333,Recall
ob_ross,edgeR,0.5,Recall
ob_turnbaugh,edgeR,0.167330677,Recall
ob_zhu,edgeR,0.276283619,Recall
par_scheperjans,edgeR,0.076923077,Recall
sed_plastic_hoellein,edgeR,0.321318229,Recall
sed_plastic_rosato,edgeR,0.738227147,Recall
seston_plastic_mccormick,edgeR,0.457627119,Recall
sw_plastic_frere,edgeR,0.458468527,Recall
sw_sed_detender,edgeR,0.89652568,Recall
t1d_alkanani,edgeR,0,Recall
t1d_mejialeon,edgeR,0.110169492,Recall
wood_plastic_kesy,edgeR,0.344660194,Recall
ArcticFireSoils,LEfSe,0.562906725,Recall
ArcticFreshwaters,LEfSe,1,Recall
ArcticTransects,LEfSe,0.968181818,Recall
art_scher,LEfSe,0.5,Recall
asd_son,LEfSe,0.75,Recall
BISCUIT,LEfSe,0.428571429,Recall
Blueberry,LEfSe,0.990825688,Recall
cdi_schubert,LEfSe,0.567058824,Recall
cdi_vincent,LEfSe,0.28125,Recall
Chemerin,LEfSe,1,Recall
crc_zeller,LEfSe,1,Recall
edd_singh,LEfSe,0.488095238,Recall
Exercise,LEfSe,1,Recall
glass_plastic_oberbeckmann,LEfSe,0.157676349,Recall
GWMC_ASIA_NA,LEfSe,0.998833139,Recall
GWMC_HOT_COLD,LEfSe,1,Recall
hiv_dinh,LEfSe,0.204545455,Recall
hiv_lozupone,LEfSe,0.121673004,Recall
hiv_noguerajulian,LEfSe,0.133333333,Recall
ibd_gevers,LEfSe,0.119533528,Recall
ibd_papa,LEfSe,0.169435216,Recall
Ji_WTP_DS,LEfSe,0.722972973,Recall
MALL,LEfSe,0.7,Recall
ob_ross,LEfSe,0.5,Recall
ob_turnbaugh,LEfSe,0.211155378,Recall
ob_zhu,LEfSe,0.217603912,Recall
par_scheperjans,LEfSe,0.538461538,Recall
sed_plastic_hoellein,LEfSe,0.154479918,Recall
sed_plastic_rosato,LEfSe,0.524930748,Recall
seston_plastic_mccormick,LEfSe,0.171610169,Recall
sw_plastic_frere,LEfSe,0.152173913,Recall
sw_sed_detender,LEfSe,0.577794562,Recall
t1d_alkanani,LEfSe,0.356862745,Recall
t1d_mejialeon,LEfSe,0.627118644,Recall
wood_plastic_kesy,LEfSe,0.233009709,Recall
ArcticFireSoils,MaAsLin2,0.493492408,Recall
ArcticFreshwaters,MaAsLin2,1,Recall
ArcticTransects,MaAsLin2,0.996969697,Recall
art_scher,MaAsLin2,0.15,Recall
asd_son,MaAsLin2,0,Recall
BISCUIT,MaAsLin2,0,Recall
Blueberry,MaAsLin2,0.366972477,Recall
cdi_schubert,MaAsLin2,0.703529412,Recall
cdi_vincent,MaAsLin2,0,Recall
Chemerin,MaAsLin2,1,Recall
crc_zeller,MaAsLin2,0,Recall
edd_singh,MaAsLin2,0.369047619,Recall
Exercise,MaAsLin2,0,Recall
glass_plastic_oberbeckmann,MaAsLin2,0.066390041,Recall
GWMC_ASIA_NA,MaAsLin2,0.991831972,Recall
GWMC_HOT_COLD,MaAsLin2,1,Recall
hiv_dinh,MaAsLin2,0,Recall
hiv_lozupone,MaAsLin2,0.011406844,Recall
hiv_noguerajulian,MaAsLin2,0.1,Recall
ibd_gevers,MaAsLin2,0.102040816,Recall
ibd_papa,MaAsLin2,0.006644518,Recall
Ji_WTP_DS,MaAsLin2,0.702702703,Recall
MALL,MaAsLin2,0.016666667,Recall
ob_ross,MaAsLin2,0,Recall
ob_turnbaugh,MaAsLin2,0,Recall
ob_zhu,MaAsLin2,0.136919315,Recall
par_scheperjans,MaAsLin2,0,Recall
sed_plastic_hoellein,MaAsLin2,0.040164779,Recall
sed_plastic_rosato,MaAsLin2,0.53601108,Recall
seston_plastic_mccormick,MaAsLin2,0.109110169,Recall
sw_plastic_frere,MaAsLin2,0.147955873,Recall
sw_sed_detender,MaAsLin2,0.703172205,Recall
t1d_alkanani,MaAsLin2,0,Recall
t1d_mejialeon,MaAsLin2,0.254237288,Recall
wood_plastic_kesy,MaAsLin2,0.22815534,Recall
ArcticFireSoils,MaAsLin2 (rare),0.479392625,Recall
ArcticFreshwaters,MaAsLin2 (rare),0.977272727,Recall
ArcticTransects,MaAsLin2 (rare),0.925757576,Recall
art_scher,MaAsLin2 (rare),0.05,Recall
asd_son,MaAsLin2 (rare),0,Recall
BISCUIT,MaAsLin2 (rare),0,Recall
Blueberry,MaAsLin2 (rare),0.28440367,Recall
cdi_schubert,MaAsLin2 (rare),0.48,Recall
cdi_vincent,MaAsLin2 (rare),0,Recall
Chemerin,MaAsLin2 (rare),0.995391705,Recall
crc_zeller,MaAsLin2 (rare),0,Recall
edd_singh,MaAsLin2 (rare),0.357142857,Recall
Exercise,MaAsLin2 (rare),1,Recall
glass_plastic_oberbeckmann,MaAsLin2 (rare),0.053941909,Recall
GWMC_ASIA_NA,MaAsLin2 (rare),0.98949825,Recall
GWMC_HOT_COLD,MaAsLin2 (rare),1,Recall
hiv_dinh,MaAsLin2 (rare),0,Recall
hiv_lozupone,MaAsLin2 (rare),0.003802281,Recall
hiv_noguerajulian,MaAsLin2 (rare),0.066666667,Recall
ibd_gevers,MaAsLin2 (rare),0.064139942,Recall
ibd_papa,MaAsLin2 (rare),0.006644518,Recall
Ji_WTP_DS,MaAsLin2 (rare),0.675675676,Recall
MALL,MaAsLin2 (rare),0,Recall
ob_ross,MaAsLin2 (rare),0,Recall
ob_turnbaugh,MaAsLin2 (rare),0,Recall
ob_zhu,MaAsLin2 (rare),0.046454768,Recall
par_scheperjans,MaAsLin2 (rare),0,Recall
sed_plastic_hoellein,MaAsLin2 (rare),0.005149331,Recall
sed_plastic_rosato,MaAsLin2 (rare),0.394736842,Recall
seston_plastic_mccormick,MaAsLin2 (rare),0.066737288,Recall
sw_plastic_frere,MaAsLin2 (rare),0.081116158,Recall
sw_sed_detender,MaAsLin2 (rare),0.553625378,Recall
t1d_alkanani,MaAsLin2 (rare),0,Recall
t1d_mejialeon,MaAsLin2 (rare),0.152542373,Recall
wood_plastic_kesy,MaAsLin2 (rare),0.121359223,Recall
ArcticFireSoils,metagenomeSeq,0.566160521,Recall
ArcticFreshwaters,metagenomeSeq,1,Recall
ArcticTransects,metagenomeSeq,0.984848485,Recall
art_scher,metagenomeSeq,0,Recall
asd_son,metagenomeSeq,0,Recall
BISCUIT,metagenomeSeq,0,Recall
Blueberry,metagenomeSeq,0.146788991,Recall
cdi_schubert,metagenomeSeq,0.287058824,Recall
cdi_vincent,metagenomeSeq,0,Recall
Chemerin,metagenomeSeq,0.940092166,Recall
crc_zeller,metagenomeSeq,0.041666667,Recall
edd_singh,metagenomeSeq,0.261904762,Recall
Exercise,metagenomeSeq,0,Recall
glass_plastic_oberbeckmann,metagenomeSeq,0.041493776,Recall
GWMC_ASIA_NA,metagenomeSeq,0.980163361,Recall
GWMC_HOT_COLD,metagenomeSeq,0.994923858,Recall
hiv_dinh,metagenomeSeq,0,Recall
hiv_lozupone,metagenomeSeq,0,Recall
hiv_noguerajulian,metagenomeSeq,0,Recall
ibd_gevers,metagenomeSeq,0.058309038,Recall
ibd_papa,metagenomeSeq,0.013289037,Recall
Ji_WTP_DS,metagenomeSeq,0.554054054,Recall
MALL,metagenomeSeq,0.166666667,Recall
ob_ross,metagenomeSeq,0,Recall
ob_turnbaugh,metagenomeSeq,0,Recall
ob_zhu,metagenomeSeq,0,Recall
par_scheperjans,metagenomeSeq,0,Recall
sed_plastic_hoellein,metagenomeSeq,0.024716787,Recall
sed_plastic_rosato,metagenomeSeq,0.699445983,Recall
seston_plastic_mccormick,metagenomeSeq,0.270127119,Recall
sw_plastic_frere,metagenomeSeq,0.157365347,Recall
sw_sed_detender,metagenomeSeq,0.818731118,Recall
t1d_alkanani,metagenomeSeq,0,Recall
t1d_mejialeon,metagenomeSeq,0.118644068,Recall
wood_plastic_kesy,metagenomeSeq,0.169902913,Recall
ArcticFireSoils,t-test (rare),0.319956616,Recall
ArcticFreshwaters,t-test (rare),0.863636364,Recall
ArcticTransects,t-test (rare),0.907575758,Recall
art_scher,t-test (rare),0,Recall
asd_son,t-test (rare),0,Recall
BISCUIT,t-test (rare),0,Recall
Blueberry,t-test (rare),0,Recall
cdi_schubert,t-test (rare),0.470588235,Recall
cdi_vincent,t-test (rare),0,Recall
Chemerin,t-test (rare),0.99078341,Recall
crc_zeller,t-test (rare),0,Recall
edd_singh,t-test (rare),0.285714286,Recall
Exercise,t-test (rare),0,Recall
glass_plastic_oberbeckmann,t-test (rare),0,Recall
GWMC_ASIA_NA,t-test (rare),0.952158693,Recall
GWMC_HOT_COLD,t-test (rare),0.969543147,Recall
hiv_dinh,t-test (rare),0,Recall
hiv_lozupone,t-test (rare),0.019011407,Recall
hiv_noguerajulian,t-test (rare),0,Recall
ibd_gevers,t-test (rare),0.387755102,Recall
ibd_papa,t-test (rare),0,Recall
Ji_WTP_DS,t-test (rare),0.540540541,Recall
MALL,t-test (rare),0,Recall
ob_ross,t-test (rare),0,Recall
ob_turnbaugh,t-test (rare),0,Recall
ob_zhu,t-test (rare),0,Recall
par_scheperjans,t-test (rare),0,Recall
sed_plastic_hoellein,t-test (rare),0,Recall
sed_plastic_rosato,t-test (rare),0.265927978,Recall
seston_plastic_mccormick,t-test (rare),0.037076271,Recall
sw_plastic_frere,t-test (rare),0.051589877,Recall
sw_sed_detender,t-test (rare),0.497734139,Recall
t1d_alkanani,t-test (rare),0,Recall
t1d_mejialeon,t-test (rare),0.008474576,Recall
wood_plastic_kesy,t-test (rare),0.072815534,Recall
ArcticFireSoils,Wilcoxon (CLR),1,Recall
ArcticFreshwaters,Wilcoxon (CLR),1,Recall
ArcticTransects,Wilcoxon (CLR),1,Recall
art_scher,Wilcoxon (CLR),0,Recall
asd_son,Wilcoxon (CLR),0,Recall
BISCUIT,Wilcoxon (CLR),0,Recall
Blueberry,Wilcoxon (CLR),0,Recall
cdi_schubert,Wilcoxon (CLR),1,Recall
cdi_vincent,Wilcoxon (CLR),0,Recall
Chemerin,Wilcoxon (CLR),1,Recall
crc_zeller,Wilcoxon (CLR),0.083333333,Recall
edd_singh,Wilcoxon (CLR),1,Recall
Exercise,Wilcoxon (CLR),0,Recall
glass_plastic_oberbeckmann,Wilcoxon (CLR),0.008298755,Recall
GWMC_ASIA_NA,Wilcoxon (CLR),1,Recall
GWMC_HOT_COLD,Wilcoxon (CLR),1,Recall
hiv_dinh,Wilcoxon (CLR),0,Recall
hiv_lozupone,Wilcoxon (CLR),0,Recall
hiv_noguerajulian,Wilcoxon (CLR),0,Recall
ibd_gevers,Wilcoxon (CLR),0,Recall
ibd_papa,Wilcoxon (CLR),0,Recall
Ji_WTP_DS,Wilcoxon (CLR),1,Recall
MALL,Wilcoxon (CLR),0.016666667,Recall
ob_ross,Wilcoxon (CLR),0,Recall
ob_turnbaugh,Wilcoxon (CLR),0.06374502,Recall
ob_zhu,Wilcoxon (CLR),0.633251834,Recall
par_scheperjans,Wilcoxon (CLR),0,Recall
sed_plastic_hoellein,Wilcoxon (CLR),0.508753862,Recall
sed_plastic_rosato,Wilcoxon (CLR),0.872576177,Recall
seston_plastic_mccormick,Wilcoxon (CLR),1,Recall
sw_plastic_frere,Wilcoxon (CLR),0.992212849,Recall
sw_sed_detender,Wilcoxon (CLR),1,Recall
t1d_alkanani,Wilcoxon (CLR),0,Recall
t1d_mejialeon,Wilcoxon (CLR),0,Recall
wood_plastic_kesy,Wilcoxon (CLR),1,Recall
ArcticFireSoils,Wilcoxon (rare),0.51626898,Recall
ArcticFreshwaters,Wilcoxon (rare),1,Recall
ArcticTransects,Wilcoxon (rare),0.937878788,Recall
art_scher,Wilcoxon (rare),0,Recall
asd_son,Wilcoxon (rare),0,Recall
BISCUIT,Wilcoxon (rare),0,Recall
Blueberry,Wilcoxon (rare),0.119266055,Recall
cdi_schubert,Wilcoxon (rare),0.529411765,Recall
cdi_vincent,Wilcoxon (rare),0,Recall
Chemerin,Wilcoxon (rare),0.995391705,Recall
crc_zeller,Wilcoxon (rare),0.041666667,Recall
edd_singh,Wilcoxon (rare),0.428571429,Recall
Exercise,Wilcoxon (rare),0,Recall
glass_plastic_oberbeckmann,Wilcoxon (rare),0.041493776,Recall
GWMC_ASIA_NA,Wilcoxon (rare),0.998833139,Recall
GWMC_HOT_COLD,Wilcoxon (rare),1,Recall
hiv_dinh,Wilcoxon (rare),0,Recall
hiv_lozupone,Wilcoxon (rare),0,Recall
hiv_noguerajulian,Wilcoxon (rare),0.1,Recall
ibd_gevers,Wilcoxon (rare),0.072886297,Recall
ibd_papa,Wilcoxon (rare),0,Recall
Ji_WTP_DS,Wilcoxon (rare),0.682432432,Recall
MALL,Wilcoxon (rare),0,Recall
ob_ross,Wilcoxon (rare),0,Recall
ob_turnbaugh,Wilcoxon (rare),0,Recall
ob_zhu,Wilcoxon (rare),0.041564792,Recall
par_scheperjans,Wilcoxon (rare),0,Recall
sed_plastic_hoellein,Wilcoxon (rare),0,Recall
sed_plastic_rosato,Wilcoxon (rare),0.409972299,Recall
seston_plastic_mccormick,Wilcoxon (rare),0.070974576,Recall
sw_plastic_frere,Wilcoxon (rare),0.08825438,Recall
sw_sed_detender,Wilcoxon (rare),0.555135952,Recall
t1d_alkanani,Wilcoxon (rare),0,Recall
t1d_mejialeon,Wilcoxon (rare),0.13559322,Recall
wood_plastic_kesy,Wilcoxon (rare),0.106796117,Recall
ArcticFireSoils,limma voom (TMM),0.482646421,Recall
ArcticFreshwaters,limma voom (TMM),1,Recall
ArcticTransects,limma voom (TMM),1,Recall
art_scher,limma voom (TMM),0.05,Recall
asd_son,limma voom (TMM),0,Recall
BISCUIT,limma voom (TMM),0.071428571,Recall
Blueberry,limma voom (TMM),0.082568807,Recall
cdi_schubert,limma voom (TMM),0.237647059,Recall
cdi_vincent,limma voom (TMM),0,Recall
Chemerin,limma voom (TMM),0.926267281,Recall
crc_zeller,limma voom (TMM),0.916666667,Recall
edd_singh,limma voom (TMM),0.5,Recall
Exercise,limma voom (TMM),0,Recall
glass_plastic_oberbeckmann,limma voom (TMM),0.049792531,Recall
GWMC_ASIA_NA,limma voom (TMM),1,Recall
GWMC_HOT_COLD,limma voom (TMM),0.994923858,Recall
hiv_dinh,limma voom (TMM),0,Recall
hiv_lozupone,limma voom (TMM),0.072243346,Recall
hiv_noguerajulian,limma voom (TMM),0.033333333,Recall
ibd_gevers,limma voom (TMM),0.011661808,Recall
ibd_papa,limma voom (TMM),0,Recall
Ji_WTP_DS,limma voom (TMM),0.722972973,Recall
MALL,limma voom (TMM),0.25,Recall
ob_ross,limma voom (TMM),0,Recall
ob_turnbaugh,limma voom (TMM),0.019920319,Recall
ob_zhu,limma voom (TMM),0.007334963,Recall
par_scheperjans,limma voom (TMM),0,Recall
sed_plastic_hoellein,limma voom (TMM),0.007209063,Recall
sed_plastic_rosato,limma voom (TMM),0.873961219,Recall
seston_plastic_mccormick,limma voom (TMM),0.208686441,Recall
sw_plastic_frere,limma voom (TMM),0.177482154,Recall
sw_sed_detender,limma voom (TMM),0.928247734,Recall
t1d_alkanani,limma voom (TMM),0,Recall
t1d_mejialeon,limma voom (TMM),0.56779661,Recall
wood_plastic_kesy,limma voom (TMM),0.252427184,Recall
ArcticFireSoils,limma voom (TMMwsp),0.824295011,Recall
ArcticFreshwaters,limma voom (TMMwsp),1,Recall
ArcticTransects,limma voom (TMMwsp),1,Recall
art_scher,limma voom (TMMwsp),0,Recall
asd_son,limma voom (TMMwsp),0,Recall
BISCUIT,limma voom (TMMwsp),0.214285714,Recall
Blueberry,limma voom (TMMwsp),0.504587156,Recall
cdi_schubert,limma voom (TMMwsp),0.992941176,Recall
cdi_vincent,limma voom (TMMwsp),0.46875,Recall
Chemerin,limma voom (TMMwsp),1,Recall
crc_zeller,limma voom (TMMwsp),0.625,Recall
edd_singh,limma voom (TMMwsp),0.666666667,Recall
Exercise,limma voom (TMMwsp),0,Recall
glass_plastic_oberbeckmann,limma voom (TMMwsp),0.680497925,Recall
GWMC_ASIA_NA,limma voom (TMMwsp),0.967911319,Recall
GWMC_HOT_COLD,limma voom (TMMwsp),1,Recall
hiv_dinh,limma voom (TMMwsp),0,Recall
hiv_lozupone,limma voom (TMMwsp),0.007604563,Recall
hiv_noguerajulian,limma voom (TMMwsp),1,Recall
ibd_gevers,limma voom (TMMwsp),0.335276968,Recall
ibd_papa,limma voom (TMMwsp),0.139534884,Recall
Ji_WTP_DS,limma voom (TMMwsp),0.75,Recall
MALL,limma voom (TMMwsp),0.3,Recall
ob_ross,limma voom (TMMwsp),0,Recall
ob_turnbaugh,limma voom (TMMwsp),0.637450199,Recall
ob_zhu,limma voom (TMMwsp),0.770171149,Recall
par_scheperjans,limma voom (TMMwsp),0,Recall
sed_plastic_hoellein,limma voom (TMMwsp),0.423274974,Recall
sed_plastic_rosato,limma voom (TMMwsp),0.77700831,Recall
seston_plastic_mccormick,limma voom (TMMwsp),0.536016949,Recall
sw_plastic_frere,limma voom (TMMwsp),0.170019468,Recall
sw_sed_detender,limma voom (TMMwsp),0.988670695,Recall
t1d_alkanani,limma voom (TMMwsp),0,Recall
t1d_mejialeon,limma voom (TMMwsp),0.093220339,Recall
wood_plastic_kesy,limma voom (TMMwsp),0.310679612,Recall
ArcticFireSoils,ALDEx2,0.624761905,Precision
ArcticFreshwaters,ALDEx2,0.239130435,Precision
ArcticTransects,ALDEx2,0.405134627,Precision
cdi_schubert,ALDEx2,0.577586207,Precision
Chemerin,ALDEx2,0.877118644,Precision
edd_singh,ALDEx2,0.720930233,Precision
glass_plastic_oberbeckmann,ALDEx2,1,Precision
GWMC_ASIA_NA,ALDEx2,0.423117709,Precision
GWMC_HOT_COLD,ALDEx2,0.097380129,Precision
Ji_WTP_DS,ALDEx2,0.824074074,Precision
MALL,ALDEx2,1,Precision
ob_goodrich,ALDEx2,0,Precision
ob_zhu,ALDEx2,1,Precision
Office,ALDEx2,0,Precision
sed_plastic_hoellein,ALDEx2,1,Precision
sed_plastic_rosato,ALDEx2,1,Precision
seston_plastic_mccormick,ALDEx2,0.829268293,Precision
sw_plastic_frere,ALDEx2,0.977777778,Precision
sw_sed_detender,ALDEx2,0.930036188,Precision
t1d_mejialeon,ALDEx2,1,Precision
wood_plastic_kesy,ALDEx2,0.918918919,Precision
ArcticFireSoils,ANCOM-II,0.827956989,Precision
ArcticFreshwaters,ANCOM-II,0.7,Precision
ArcticTransects,ANCOM-II,0.892761394,Precision
BISCUIT,ANCOM-II,1,Precision
Blueberry,ANCOM-II,1,Precision
cdi_schubert,ANCOM-II,0.705263158,Precision
cdi_vincent,ANCOM-II,1,Precision
Chemerin,ANCOM-II,1,Precision
crc_baxter,ANCOM-II,0,Precision
crc_zeller,ANCOM-II,0.264150943,Precision
edd_singh,ANCOM-II,1,Precision
Exercise,ANCOM-II,1,Precision
glass_plastic_oberbeckmann,ANCOM-II,1,Precision
GWMC_ASIA_NA,ANCOM-II,0.587489434,Precision
GWMC_HOT_COLD,ANCOM-II,0.285294118,Precision
hiv_lozupone,ANCOM-II,1,Precision
hiv_noguerajulian,ANCOM-II,0.138888889,Precision
ibd_gevers,ANCOM-II,0.8,Precision
Ji_WTP_DS,ANCOM-II,1,Precision
MALL,ANCOM-II,1,Precision
ob_goodrich,ANCOM-II,0,Precision
ob_turnbaugh,ANCOM-II,1,Precision
ob_zhu,ANCOM-II,1,Precision
Office,ANCOM-II,0,Precision
sed_plastic_hoellein,ANCOM-II,1,Precision
sed_plastic_rosato,ANCOM-II,1,Precision
seston_plastic_mccormick,ANCOM-II,0.943396226,Precision
sw_plastic_frere,ANCOM-II,1,Precision
sw_sed_detender,ANCOM-II,1,Precision
t1d_mejialeon,ANCOM-II,1,Precision
wood_plastic_kesy,ANCOM-II,1,Precision
ArcticFireSoils,corncob,0.295049505,Precision
ArcticFreshwaters,corncob,0.228723404,Precision
ArcticTransects,corncob,0.297963558,Precision
art_scher,corncob,0.375,Precision
asd_son,corncob,0,Precision
Blueberry,corncob,1,Precision
cdi_schubert,corncob,0.668122271,Precision
cdi_vincent,corncob,0.142857143,Precision
Chemerin,corncob,0.581632653,Precision
crc_baxter,corncob,0,Precision
