Dataset,Tool,value,type
ArcticFireSoils,Wilcoxon (CLR),0.609990076,F1 Score
ArcticFreshwaters,Wilcoxon (CLR),0.294314381,F1 Score
ArcticTransects,Wilcoxon (CLR),0.384055863,F1 Score
cdi_schubert,Wilcoxon (CLR),0.871794872,F1 Score
Chemerin,Wilcoxon (CLR),0.772241993,F1 Score
crc_zeller,Wilcoxon (CLR),0.153846154,F1 Score
edd_singh,Wilcoxon (CLR),0.721030043,F1 Score
glass_plastic_oberbeckmann,Wilcoxon (CLR),0.016460905,F1 Score
GWMC_ASIA_NA,Wilcoxon (CLR),0.44141128,F1 Score
GWMC_HOT_COLD,Wilcoxon (CLR),0.091245947,F1 Score
Ji_WTP_DS,Wilcoxon (CLR),0.942675159,F1 Score
MALL,Wilcoxon (CLR),0.032786885,F1 Score
ob_turnbaugh,Wilcoxon (CLR),0.119850187,F1 Score
ob_zhu,Wilcoxon (CLR),0.775449102,F1 Score
sed_plastic_hoellein,Wilcoxon (CLR),0.67440273,F1 Score
sed_plastic_rosato,Wilcoxon (CLR),0.931952663,F1 Score
seston_plastic_mccormick,Wilcoxon (CLR),0.865261228,F1 Score
sw_plastic_frere,Wilcoxon (CLR),0.996091205,F1 Score
sw_sed_detender,Wilcoxon (CLR),0.939340192,F1 Score
wood_plastic_kesy,Wilcoxon (CLR),0.840816327,F1 Score
ArcticFireSoils,Wilcoxon (rare),0.354298474,F1 Score
ArcticFreshwaters,Wilcoxon (rare),0.324723247,F1 Score
ArcticTransects,Wilcoxon (rare),0.429861111,F1 Score
Blueberry,Wilcoxon (rare),0.209677419,F1 Score
cdi_schubert,Wilcoxon (rare),0.568900126,F1 Score
Chemerin,Wilcoxon (rare),0.761904762,F1 Score
crc_zeller,Wilcoxon (rare),0.074074074,F1 Score
edd_singh,Wilcoxon (rare),0.349514563,F1 Score
glass_plastic_oberbeckmann,Wilcoxon (rare),0.078125,F1 Score
GWMC_ASIA_NA,Wilcoxon (rare),0.477945282,F1 Score
GWMC_HOT_COLD,Wilcoxon (rare),0.088261649,F1 Score
hiv_noguerajulian,Wilcoxon (rare),0.153846154,F1 Score
ibd_gevers,Wilcoxon (rare),0.119047619,F1 Score
Ji_WTP_DS,Wilcoxon (rare),0.613981763,F1 Score
ob_zhu,Wilcoxon (rare),0.07852194,F1 Score
sed_plastic_rosato,Wilcoxon (rare),0.555347092,F1 Score
seston_plastic_mccormick,Wilcoxon (rare),0.117440841,F1 Score
sw_plastic_frere,Wilcoxon (rare),0.162194395,F1 Score
sw_sed_detender,Wilcoxon (rare),0.539449541,F1 Score
t1d_mejialeon,Wilcoxon (rare),0.23880597,F1 Score
wood_plastic_kesy,Wilcoxon (rare),0.187234043,F1 Score
ArcticFireSoils,limma voom (TMM),0.306473829,F1 Score
ArcticFreshwaters,limma voom (TMM),0.303448276,F1 Score
ArcticTransects,limma voom (TMM),0.34294622,F1 Score
art_scher,limma voom (TMM),0.015503876,F1 Score
BISCUIT,limma voom (TMM),0.133333333,F1 Score
Blueberry,limma voom (TMM),0.142857143,F1 Score
cdi_schubert,limma voom (TMM),0.324758842,F1 Score
Chemerin,limma voom (TMM),0.777562863,F1 Score
crc_zeller,limma voom (TMM),0.029100529,F1 Score
edd_singh,limma voom (TMM),0.49122807,F1 Score
glass_plastic_oberbeckmann,limma voom (TMM),0.094117647,F1 Score
GWMC_ASIA_NA,limma voom (TMM),0.457676903,F1 Score
GWMC_HOT_COLD,limma voom (TMM),0.079674797,F1 Score
hiv_lozupone,limma voom (TMM),0.134751773,F1 Score
hiv_noguerajulian,limma voom (TMM),0.058823529,F1 Score
ibd_gevers,limma voom (TMM),0.021505376,F1 Score
Ji_WTP_DS,limma voom (TMM),0.635014837,F1 Score
MALL,limma voom (TMM),0.179640719,F1 Score
ob_turnbaugh,limma voom (TMM),0.0390625,F1 Score
ob_zhu,limma voom (TMM),0.014563107,F1 Score
sed_plastic_hoellein,limma voom (TMM),0.014285714,F1 Score
sed_plastic_rosato,limma voom (TMM),0.830263158,F1 Score
seston_plastic_mccormick,limma voom (TMM),0.252564103,F1 Score
sw_plastic_frere,limma voom (TMM),0.271666253,F1 Score
sw_sed_detender,limma voom (TMM),0.884490824,F1 Score
t1d_mejialeon,limma voom (TMM),0.660098522,F1 Score
wood_plastic_kesy,limma voom (TMM),0.389513109,F1 Score
ArcticFireSoils,limma voom (TMMwsp),0.644340822,F1 Score
ArcticFreshwaters,limma voom (TMMwsp),0.300341297,F1 Score
ArcticTransects,limma voom (TMMwsp),0.343302991,F1 Score
BISCUIT,limma voom (TMMwsp),0.285714286,F1 Score
Blueberry,limma voom (TMMwsp),0.468085106,F1 Score
cdi_schubert,limma voom (TMMwsp),0.848241206,F1 Score
cdi_vincent,limma voom (TMMwsp),0.283018868,F1 Score
Chemerin,limma voom (TMMwsp),0.667692308,F1 Score
crc_zeller,limma voom (TMMwsp),0.106007067,F1 Score
edd_singh,limma voom (TMMwsp),0.722580645,F1 Score
glass_plastic_oberbeckmann,limma voom (TMMwsp),0.784688995,F1 Score
GWMC_ASIA_NA,limma voom (TMMwsp),0.459556787,F1 Score
GWMC_HOT_COLD,limma voom (TMMwsp),0.073534901,F1 Score
hiv_lozupone,limma voom (TMMwsp),0.01509434,F1 Score
hiv_noguerajulian,limma voom (TMMwsp),0.031430068,F1 Score
ibd_gevers,limma voom (TMMwsp),0.481171548,F1 Score
ibd_papa,limma voom (TMMwsp),0.243478261,F1 Score
Ji_WTP_DS,limma voom (TMMwsp),0.670694864,F1 Score
MALL,limma voom (TMMwsp),0.428571429,F1 Score
ob_turnbaugh,limma voom (TMMwsp),0.651731161,F1 Score
ob_zhu,limma voom (TMMwsp),0.725806452,F1 Score
sed_plastic_hoellein,limma voom (TMMwsp),0.590517241,F1 Score
sed_plastic_rosato,limma voom (TMMwsp),0.849356548,F1 Score
seston_plastic_mccormick,limma voom (TMMwsp),0.666227781,F1 Score
sw_plastic_frere,limma voom (TMMwsp),0.274561174,F1 Score
sw_sed_detender,limma voom (TMMwsp),0.885656292,F1 Score
t1d_mejialeon,limma voom (TMMwsp),0.170542636,F1 Score
wood_plastic_kesy,limma voom (TMMwsp),0.463768116,F1 Score
