Replicate number,Tool,Percent_sig,Dataset
  ASVs: 8012,,,
Blueberry.451,edgeR,0.823764353,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.452,edgeR,0.524213679,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.453,edgeR,0.511732401,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.454,edgeR,0.424363455,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.455,edgeR,0.761357963,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.456,edgeR,0.886170744,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.457,edgeR,0.361957064,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.458,edgeR,0.836245632,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.459,edgeR,0.986020969,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.460,edgeR,0.486769845,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.461,edgeR,0.599101348,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.462,edgeR,0.224663005,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.463,edgeR,0.811283075,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.464,edgeR,0.986020969,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.465,edgeR,0.424363455,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.466,edgeR,0.249625562,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.467,edgeR,0.399400899,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.468,edgeR,0.174737893,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.469,edgeR,0.174737893,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.470,edgeR,0.624063904,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.471,edgeR,0.124812781,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.472,edgeR,0.611582626,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.473,edgeR,0.386919621,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.474,edgeR,0.561657514,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.475,edgeR,0.274588118,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.476,edgeR,0.187219171,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.477,edgeR,0.461807289,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.478,edgeR,0.461807289,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.479,edgeR,0.411882177,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.480,edgeR,0.399400899,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.481,edgeR,0.773839241,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.482,edgeR,0.312031952,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.483,edgeR,0.149775337,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.484,edgeR,0.361957064,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.485,edgeR,0.773839241,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.486,edgeR,0.499251123,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.487,edgeR,0.661507738,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.488,edgeR,0.549176236,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.489,edgeR,0.399400899,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.490,edgeR,0.624063904,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.491,edgeR,0.32451323,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.492,edgeR,0.811283075,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.493,edgeR,0.84872691,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.494,edgeR,0.58662007,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.495,edgeR,0.998502247,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.496,edgeR,0.58662007,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.497,edgeR,0.249625562,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.498,edgeR,0.386919621,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.499,edgeR,0.823764353,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.500,edgeR,0.361957064,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.501,LEfSe,1.801456497,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.502,LEfSe,2.708572889,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.503,LEfSe,1.622588476,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.504,LEfSe,2.031429667,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.505,LEfSe,1.699246199,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.506,LEfSe,2.248626549,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.507,LEfSe,2.631915165,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.508,LEfSe,2.33806056,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.509,LEfSe,3.487926409,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.510,LEfSe,2.951322346,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.511,LEfSe,1.916443082,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.512,LEfSe,3.832886163,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.513,LEfSe,2.350836847,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.514,LEfSe,2.670244027,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.515,LEfSe,1.852561646,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.516,LEfSe,1.916443082,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.517,LEfSe,3.820109876,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.518,LEfSe,3.066308931,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.519,LEfSe,2.568033729,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.520,LEfSe,2.798006899,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.521,LEfSe,3.2962821,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.522,LEfSe,2.440270857,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.523,LEfSe,1.507601891,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.524,LEfSe,3.334610962,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.525,LEfSe,2.095311103,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.526,LEfSe,3.590136706,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.527,LEfSe,3.641241855,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.528,LEfSe,1.865337933,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.529,LEfSe,3.411268685,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.530,LEfSe,2.900217197,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.531,LEfSe,1.852561646,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.532,LEfSe,2.312507985,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.533,LEfSe,4.446147949,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.534,LEfSe,2.504152293,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.535,LEfSe,1.750351348,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.536,LEfSe,2.580810017,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.537,LEfSe,4.280056216,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.538,LEfSe,2.210297687,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.539,LEfSe,2.772454325,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.540,LEfSe,4.612239683,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.541,LEfSe,1.699246199,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.542,LEfSe,2.031429667,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.543,LEfSe,1.814232784,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.544,LEfSe,2.734125463,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.545,LEfSe,2.568033729,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.546,LEfSe,4.062859333,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.547,LEfSe,2.772454325,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.548,LEfSe,2.401941996,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.549,LEfSe,3.360163536,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.550,LEfSe,3.053532643,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.551,LEfSe,5.136067459,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.552,LEfSe,2.261402836,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.553,LEfSe,2.42749457,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.554,LEfSe,1.839785358,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.555,LEfSe,2.849112048,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.556,LEfSe,3.015203782,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.557,LEfSe,2.580810017,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.558,LEfSe,3.002427495,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.559,LEfSe,3.091861505,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.560,LEfSe,2.465823432,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.561,LEfSe,2.248626549,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.562,LEfSe,1.64814105,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.563,LEfSe,3.181295516,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.564,LEfSe,3.411268685,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.565,LEfSe,1.865337933,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.566,LEfSe,2.095311103,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.567,LEfSe,2.044205954,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.568,LEfSe,2.235850262,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.569,LEfSe,1.814232784,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.570,LEfSe,2.900217197,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.571,LEfSe,2.274179124,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.572,LEfSe,3.015203782,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.573,LEfSe,2.440270857,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.574,LEfSe,2.65746774,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.575,LEfSe,2.056982241,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.576,LEfSe,1.903666794,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.577,LEfSe,3.257953239,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.578,LEfSe,3.449597547,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.579,LEfSe,1.686469912,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.580,LEfSe,2.619138878,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.581,LEfSe,2.683020314,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.582,LEfSe,1.839785358,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.583,LEfSe,1.635364763,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.584,LEfSe,2.005877092,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.585,LEfSe,3.75622844,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.586,LEfSe,2.823559474,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.587,LEfSe,3.283505813,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.588,LEfSe,2.516928581,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.589,LEfSe,2.74690175,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.590,LEfSe,3.002427495,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.591,LEfSe,2.376389421,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.592,LEfSe,4.062859333,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.593,LEfSe,3.002427495,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.594,LEfSe,3.883991312,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.595,LEfSe,3.334610962,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.596,LEfSe,2.33806056,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.597,LEfSe,2.223073975,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.598,LEfSe,2.465823432,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.599,LEfSe,2.772454325,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.600,LEfSe,2.695796602,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.601,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.602,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.603,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.604,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.605,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.606,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.607,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.608,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.609,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.610,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.611,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.612,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.613,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.614,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.615,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.616,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.617,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.618,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.619,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.620,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.621,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.622,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.623,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.624,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.625,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.626,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.627,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.628,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.629,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.630,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.631,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.632,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.633,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.634,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.635,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.636,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.637,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.638,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.639,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.640,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.641,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.642,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.643,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.644,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.645,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.646,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.647,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.648,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.649,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.650,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.651,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.652,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.653,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.654,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.655,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.656,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.657,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.658,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.659,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.660,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.661,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.662,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.663,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.664,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.665,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.666,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.667,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.668,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.669,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.670,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.671,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.672,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.673,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.674,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.675,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.676,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.677,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.678,MaAsLin2,0.012481278,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.679,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.680,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.681,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.682,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.683,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.684,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.685,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.686,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.687,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.688,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.689,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.690,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.691,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.692,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.693,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.694,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.695,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.696,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.697,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.698,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.699,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.700,MaAsLin2,0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.701,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.702,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.703,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.704,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.705,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.706,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.707,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.708,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.709,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.710,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.711,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.712,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.713,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.714,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.715,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.716,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.717,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.718,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.719,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.720,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.721,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.722,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.723,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.724,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.725,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.726,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.727,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.728,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.729,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.730,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.731,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.732,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.733,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.734,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.735,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.736,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.737,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.738,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.739,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.740,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.741,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.742,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.743,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.744,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.745,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.746,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.747,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.748,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.749,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.750,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.751,MaAsLin2 (rare),0.012776287,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.752,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.753,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.754,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.755,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.756,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.757,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.758,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.759,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.760,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.761,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.762,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.763,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.764,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.765,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.766,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.767,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.768,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.769,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.770,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.771,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.772,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.773,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.774,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.775,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.776,MaAsLin2 (rare),0,Soil - Blueberry
  ASVs: 8012,,,
Blueberry.777,MaAsLin2 (rare),0,Soil - Blueberry
